client id	R	F	M	RFM Score	cluster id
06919	5	5	3	13	2
06921	1	1	1	3	3
06926	3	1	1	5	4
06931	4	1	1	6	4
06933	3	1	3	7	4
06934	1	4	4	9	1
06938	1	1	1	3	3
06940	5	1	3	9	4
06941	1	4	1	6	1
06947	3	1	4	8	4
06951	5	5	5	15	2
06953	4	1	1	6	4
06958	4	1	1	6	4
06961	3	1	4	8	4
06965	5	5	4	14	2
06968	5	5	3	13	2
06972	4	1	5	10	4
06974	3	1	1	5	4
06978	1	1	3	5	3
06980	4	4	3	11	1
06982	5	4	3	12	2
06989	1	1	3	5	3
06991	4	5	3	12	1
06992	4	1	1	6	4
06993	1	1	1	3	3
06996	5	5	5	15	2
06997	1	1	1	3	3
07001	4	1	4	9	4
07010	3	4	3	10	1
07011	4	5	3	12	1
07028	1	1	3	5	3
07029	5	5	5	15	2
07033	4	1	4	9	4
07035	5	5	4	14	2
07037	1	1	1	3	3
07038	1	1	3	5	3
07052	1	5	5	11	1
07054	3	1	1	5	4
07057	5	4	1	10	1
07059	5	1	1	7	4
07061	5	4	3	12	2
07063	4	4	4	12	2
07066	5	5	5	15	2
07067	5	5	4	14	2
07072	4	1	1	6	4
07076	1	1	3	5	3
07080	4	4	4	12	2
07082	1	1	3	5	3
07086	3	5	5	13	2
07093	5	1	1	7	4
07098	4	1	1	6	4
07102	1	1	1	3	3
07103	1	1	3	5	3
07107	3	5	4	12	1
07113	3	5	4	12	1
07119	3	1	4	8	4
07120	4	5	4	13	2
07128	4	5	4	13	2
07130	5	5	5	15	2
07131	1	1	4	6	3
07138	4	4	4	12	2
07139	4	5	5	14	2
07142	1	1	1	3	3
07144	4	5	5	14	2
07145	4	5	5	14	2
07148	3	4	5	12	1
07151	5	5	4	14	2
07154	1	1	3	5	3
07155	4	1	3	8	4
07160	4	1	1	6	4
07164	1	1	1	3	3
07170	4	4	1	9	1
07172	5	4	3	12	2
07173	1	1	3	5	3
07176	5	5	5	15	2
07177	3	5	5	13	2
07182	3	1	3	7	4
07187	1	1	1	3	3
07193	5	5	5	15	2
07194	5	1	1	7	4
07197	3	1	1	5	4
07199	3	1	1	5	4
07200	1	1	1	3	3
07203	5	5	5	15	2
07206	3	1	1	5	4
07213	5	5	5	15	2
07215	4	1	3	8	4
07222	4	5	4	13	2
07229	4	5	3	12	1
07232	5	5	5	15	2
07234	3	1	1	5	4
07236	3	4	4	11	1
07240	3	1	1	5	4
07241	5	4	3	12	2
07246	5	5	5	15	2
07250	3	1	5	9	4
07254	1	1	3	5	3
07256	5	5	4	14	2
07259	5	4	5	14	2
07262	1	1	1	3	3
07265	5	5	4	14	2
07270	3	4	4	11	1
07272	1	1	3	5	3
07273	3	1	1	5	4
07274	5	5	5	15	2
07275	4	1	3	8	4
07280	4	1	3	8	4
07283	4	4	4	12	2
07284	5	4	1	10	1
07289	4	4	4	12	2
07291	5	1	4	10	4
07292	3	1	3	7	4
07294	4	1	3	8	4
07298	5	1	4	10	4
07299	1	1	1	3	3
07300	5	5	3	13	2
07304	3	1	1	5	4
07306	1	1	3	5	3
07307	5	1	1	7	4
07309	4	1	3	8	4
07310	5	1	5	11	4
07316	4	4	3	11	1
07321	4	5	3	12	1
07322	3	4	3	10	1
07323	4	5	5	14	2
07327	4	1	3	8	4
07329	4	5	5	14	2
07337	5	4	3	12	2
07338	3	5	4	12	1
07343	3	1	1	5	4
07345	3	1	1	5	4
07347	5	5	3	13	2
07349	4	1	4	9	4
07352	4	1	1	6	4
07355	5	1	1	7	4
07358	5	1	3	9	4
07359	3	4	3	10	1
07362	1	1	1	3	3
07363	4	1	1	6	4
07366	4	1	5	10	4
07374	4	4	3	11	1
07375	1	4	1	6	1
07377	4	5	5	14	2
07382	5	4	3	12	2
07383	3	1	3	7	4
07385	4	1	1	6	4
07391	3	4	4	11	1
07393	5	5	4	14	2
07395	4	4	1	9	1
07399	4	5	3	12	1
07402	1	1	1	3	3
07403	1	1	4	6	3
07404	5	1	1	7	4
07405	1	4	5	10	1
07411	5	1	3	9	4
07415	3	4	4	11	1
07420	1	1	1	3	3
07421	3	4	4	11	1
07424	1	1	1	3	3
07426	5	5	5	15	2
07427	1	4	5	10	1
07428	4	1	1	6	4
07430	1	1	1	3	3
07434	3	1	1	5	4
07436	1	1	3	5	3
07441	4	4	3	11	1
07443	5	5	5	15	2
07450	4	4	3	11	1
07452	5	5	5	15	2
07453	5	1	4	10	4
07455	5	1	1	7	4
07456	4	1	1	6	4
07457	1	1	1	3	3
07458	5	4	4	13	2
07461	5	5	5	15	2
07463	5	1	1	7	4
07469	4	5	4	13	2
07470	5	5	5	15	2
07471	5	5	5	15	2
07472	1	1	1	3	3
07477	1	1	3	5	3
07485	5	5	5	15	2
07487	5	5	5	15	2
07490	3	4	1	8	1
07494	5	5	5	15	2
07495	1	4	4	9	1
07496	3	1	1	5	4
07498	5	1	1	7	4
07499	5	1	3	9	4
07505	1	1	3	5	3
07506	3	4	4	11	1
07508	3	1	1	5	4
07512	4	1	3	8	4
07513	5	5	5	15	2
07514	4	5	5	14	2
07515	4	4	4	12	2
07516	4	5	5	14	2
07524	1	5	4	10	1
07526	3	5	5	13	2
07533	5	4	5	14	2
07535	4	5	5	14	2
07538	4	4	3	11	1
07539	1	1	1	3	3
07540	5	4	4	13	2
07541	4	5	4	13	2
07544	4	4	4	12	2
07548	1	1	1	3	3
07552	4	1	1	6	4
07555	5	5	4	14	2
07557	4	1	3	8	4
07559	5	1	3	9	4
07561	4	4	3	11	1
07562	5	5	5	15	2
07564	3	5	3	11	1
07566	4	4	3	11	1
07570	3	4	4	11	1
07571	3	5	5	13	2
07572	4	1	1	6	4
07582	1	4	3	8	1
07585	3	1	1	5	4
07587	1	4	3	8	1
07589	1	4	4	9	1
07590	4	5	4	13	2
07591	4	5	4	13	2
07592	5	5	5	15	2
07594	4	1	1	6	4
07596	5	5	5	15	2
07597	4	4	1	9	1
07600	4	5	5	14	2
07603	4	5	5	14	2
07613	5	4	4	13	2
07615	4	5	5	14	2
07621	4	4	4	12	2
07628	1	1	1	3	3
07631	1	1	4	6	3
07644	5	1	3	9	4
07645	5	4	1	10	1
07646	3	1	3	7	4
07649	1	4	5	10	1
07656	5	1	1	7	4
07658	5	5	4	14	2
07659	3	1	1	5	4
07666	1	1	3	5	3
07670	4	4	1	9	1
07672	5	5	4	14	2
07673	5	4	1	10	1
07677	5	4	3	12	2
07679	1	1	1	3	3
07681	3	4	4	11	1
07682	5	5	3	13	2
07683	1	1	1	3	3
07684	5	1	3	9	4
07688	3	1	5	9	4
07695	4	1	1	6	4
07697	3	4	4	11	1
07711	4	5	3	12	1
07713	5	5	5	15	2
07714	3	1	3	7	4
07715	3	1	3	7	4
07720	4	1	3	8	4
07721	3	1	3	7	4
07726	1	1	5	7	3
07728	5	5	4	14	2
07729	3	1	3	7	4
07731	4	4	3	11	1
07732	4	1	1	6	4
07734	5	5	5	15	2
07740	3	5	5	13	2
07741	1	4	4	9	1
07743	4	1	1	6	4
07744	4	1	1	6	4
07752	5	1	3	9	4
07753	1	1	4	6	3
07758	3	5	4	12	1
07762	1	1	3	5	3
07770	5	1	3	9	4
07772	3	1	1	5	4
07775	1	1	3	5	3
07782	4	1	1	6	4
07786	4	5	4	13	2
07791	5	5	5	15	2
07792	1	1	3	5	3
07795	5	1	1	7	4
07797	1	1	1	3	3
07798	4	5	4	13	2
07801	5	5	5	15	2
07804	4	1	3	8	4
07806	3	1	3	7	4
07811	3	5	3	11	1
07817	4	5	5	14	2
07822	1	5	3	9	1
07824	5	1	1	7	4
07825	4	5	5	14	2
07826	4	1	3	8	4
07828	3	1	4	8	4
07834	5	5	4	14	2
07838	3	4	3	10	1
07840	4	5	4	13	2
07843	5	5	5	15	2
07850	5	5	5	15	2
07851	5	5	4	14	2
07852	5	5	4	14	2
07854	4	5	5	14	2
07856	5	5	5	15	2
07865	5	4	4	13	2
07868	3	4	3	10	1
07869	5	4	3	12	2
07871	5	4	5	14	2
07874	3	4	3	10	1
07876	1	1	1	3	3
07885	1	1	1	3	3
07892	5	5	4	14	2
07899	4	4	4	12	2
07901	1	4	5	10	1
07906	4	1	5	10	4
07908	5	1	1	7	4
07917	3	4	3	10	1
07923	1	1	4	6	3
07927	5	4	3	12	2
07930	1	1	1	3	3
07931	5	5	5	15	2
07935	4	5	5	14	2
07938	3	4	4	11	1
07944	5	4	3	12	2
07951	4	1	1	6	4
07953	5	1	1	7	4
07955	4	5	5	14	2
07956	4	5	5	14	2
07961	3	1	4	8	4
07963	3	1	1	5	4
07966	4	1	3	8	4
07967	3	1	1	5	4
07968	5	4	3	12	2
07969	5	5	5	15	2
07972	1	1	1	3	3
07973	5	5	5	15	2
07980	5	5	4	14	2
07983	5	5	5	15	2
07985	3	1	3	7	4
07991	4	5	5	14	2
07992	1	1	1	3	3
07994	4	1	1	6	4
07995	5	5	5	15	2
08000	3	1	3	7	4
08005	3	5	4	12	1
08008	3	5	5	13	2
08009	5	5	5	15	2
08010	5	5	3	13	2
08011	4	4	3	11	1
08013	4	5	4	13	2
08017	5	5	5	15	2
08021	3	4	4	11	1
08022	5	4	5	14	2
08026	3	1	3	7	4
08027	1	1	3	5	3
08029	5	4	3	12	2
08032	3	4	4	11	1
08033	1	1	1	3	3
08035	5	5	5	15	2
08036	4	1	1	6	4
08037	5	4	5	14	2
08041	5	4	3	12	2
08049	4	5	5	14	2
08051	5	5	5	15	2
08053	3	1	1	5	4
08054	4	5	5	14	2
08056	4	1	4	9	4
08057	3	5	4	12	1
08063	5	4	3	12	2
08066	1	1	3	5	3
08067	5	5	5	15	2
08077	3	5	3	11	1
08078	4	1	4	9	4
08089	3	4	4	11	1
08091	4	5	5	14	2
08092	5	4	1	10	1
08095	3	5	5	13	2
08097	1	1	1	3	3
08101	5	1	1	7	4
08105	4	1	4	9	4
08107	1	4	4	9	1
08108	3	4	4	11	1
08110	4	1	3	8	4
08113	1	1	1	3	3
08114	3	1	3	7	4
08121	4	4	4	12	2
08125	5	5	5	15	2
08126	4	4	1	9	1
08127	1	4	1	6	1
08128	5	5	5	15	2
08132	5	5	5	15	2
08133	5	5	4	14	2
08142	5	5	5	15	2
08144	4	5	5	14	2
08146	3	1	1	5	4
08150	5	4	1	10	1
08152	5	1	4	10	4
08159	3	1	1	5	4
08160	4	5	5	14	2
08162	5	5	5	15	2
08170	1	1	1	3	3
08171	5	1	3	9	4
08174	4	5	4	13	2
08181	3	5	4	12	1
08183	4	5	5	14	2
08184	1	1	1	3	3
08187	5	5	5	15	2
08189	5	1	3	9	4
08192	5	5	5	15	2
08198	3	4	3	10	1
08199	3	4	4	11	1
08203	5	4	4	13	2
08207	3	5	3	11	1
08210	3	1	1	5	4
08211	5	4	4	13	2
08212	1	1	1	3	3
08218	5	5	5	15	2
08219	5	4	3	12	2
08220	1	1	1	3	3
08223	4	4	4	12	2
08224	5	5	4	14	2
08230	4	5	4	13	2
08232	3	1	1	5	4
08237	5	1	3	9	4
08238	3	1	1	5	4
08239	4	5	4	13	2
08241	3	1	1	5	4
08244	5	5	3	13	2
08246	3	1	1	5	4
08250	5	5	5	15	2
08252	5	1	4	10	4
08257	3	1	1	5	4
08265	3	4	5	12	1
08266	4	4	3	11	1
08272	3	4	1	8	1
08274	5	4	3	12	2
08277	1	5	5	11	1
08279	4	1	1	6	4
08287	3	4	1	8	1
08289	1	4	4	9	1
08291	1	4	3	8	1
08298	4	1	3	8	4
08302	3	1	3	7	4
08303	1	1	3	5	3
08304	5	5	4	14	2
08306	4	5	3	12	1
08308	3	1	3	7	4
08310	5	1	3	9	4
08316	3	1	4	8	4
08318	1	1	1	3	3
08320	3	5	4	12	1
08324	1	4	3	8	1
08325	4	1	3	8	4
08327	1	1	1	3	3
08328	5	5	5	15	2
08330	5	4	1	10	1
08338	1	1	1	3	3
08345	4	1	3	8	4
08347	4	1	3	8	4
08348	4	5	4	13	2
08351	5	4	4	13	2
08353	3	1	4	8	4
08355	1	5	4	10	1
08357	1	1	4	6	3
08358	3	5	5	13	2
08362	1	1	1	3	3
08369	5	4	4	13	2
08375	5	4	5	14	2
08379	1	1	4	6	3
08381	4	5	5	14	2
08391	5	4	3	12	2
08393	4	5	5	14	2
08395	5	4	3	12	2
08398	5	5	5	15	2
08403	1	4	1	6	1
08405	4	5	4	13	2
08409	4	5	5	14	2
08412	1	1	1	3	3
08414	5	4	3	12	2
08419	1	1	1	3	3
08420	5	5	3	13	2
08422	5	5	4	14	2
08423	1	1	4	6	3
08424	1	1	1	3	3
08425	1	1	1	3	3
08426	3	1	3	7	4
08428	1	1	3	5	3
08431	4	5	4	13	2
08438	4	1	1	6	4
08442	5	5	5	15	2
08447	1	1	1	3	3
08450	4	1	1	6	4
08453	5	1	1	7	4
08454	4	4	5	13	2
08458	5	5	5	15	2
08459	3	5	4	12	1
08462	4	5	5	14	2
08463	5	1	1	7	4
08464	4	5	5	14	2
08467	4	5	5	14	2
08470	3	1	1	5	4
08475	5	4	3	12	2
08478	1	1	3	5	3
08481	5	5	5	15	2
08486	3	4	4	11	1
08487	5	5	4	14	2
08488	1	1	1	3	3
08494	4	1	3	8	4
08496	5	5	5	15	2
08501	3	1	3	7	4
08507	5	5	5	15	2
08508	5	4	4	13	2
08509	4	5	4	13	2
08511	3	5	3	11	1
08515	5	4	4	13	2
08518	3	1	3	7	4
08522	1	1	3	5	3
08530	3	1	4	8	4
08538	3	1	1	5	4
08540	5	5	4	14	2
08546	5	5	3	13	2
08552	3	1	1	5	4
08555	5	5	5	15	2
08558	1	1	3	5	3
08559	5	4	4	13	2
08563	5	4	1	10	1
08565	5	5	3	13	2
08568	5	1	3	9	4
08576	4	4	4	12	2
08582	5	5	4	14	2
08583	5	5	4	14	2
08584	3	1	3	7	4
08586	1	1	1	3	3
08587	4	5	5	14	2
08590	3	1	3	7	4
08591	5	5	4	14	2
08593	4	1	1	6	4
08596	5	4	3	12	2
08597	4	5	4	13	2
08601	5	5	5	15	2
08605	5	4	3	12	2
08606	5	5	4	14	2
08607	1	1	1	3	3
08608	3	4	4	11	1
08617	5	5	5	15	2
08620	3	1	1	5	4
08625	5	5	4	14	2
08629	5	5	4	14	2
08630	4	1	3	8	4
08631	5	5	4	14	2
08632	3	5	4	12	1
08634	4	5	5	14	2
08638	5	5	5	15	2
08642	1	4	1	6	1
08643	5	5	4	14	2
08648	1	1	3	5	3
08649	4	5	4	13	2
08650	5	5	4	14	2
08652	1	1	1	3	3
08655	4	5	5	14	2
08658	3	5	4	12	1
08659	1	1	1	3	3
08661	1	1	1	3	3
08665	5	5	5	15	2
08666	1	1	3	5	3
08667	1	1	1	3	3
08669	4	4	3	11	1
08670	5	5	5	15	2
08671	1	5	5	11	1
08673	5	5	5	15	2
08675	3	1	4	8	4
08676	5	4	4	13	2
08680	1	1	1	3	3
08687	4	5	4	13	2
08688	4	5	5	14	2
08690	1	1	4	6	3
08691	3	1	1	5	4
08694	1	1	1	3	3
08697	4	5	5	14	2
08701	3	5	3	11	1
08702	1	1	3	5	3
08704	1	4	3	8	1
08707	3	4	3	10	1
08708	3	1	1	5	4
08709	4	5	3	12	1
08712	5	5	5	15	2
08714	1	1	4	6	3
08715	1	5	5	11	1
08722	4	5	5	14	2
08724	1	1	1	3	3
08728	5	5	4	14	2
08729	1	4	3	8	1
08734	3	1	3	7	4
08735	5	4	3	12	2
08736	5	5	5	15	2
08737	4	1	1	6	4
08738	3	1	1	5	4
08739	4	5	4	13	2
08744	5	5	5	15	2
08746	3	4	3	10	1
08750	4	4	5	13	2
08760	3	1	1	5	4
08762	1	1	1	3	3
08763	5	4	3	12	2
08764	4	5	5	14	2
08765	4	5	4	13	2
08787	4	4	4	12	2
08790	1	1	3	5	3
08792	4	1	1	6	4
08794	1	1	1	3	3
08796	5	5	3	13	2
08797	5	5	5	15	2
08806	4	1	1	6	4
08812	5	1	3	9	4
08814	3	5	3	11	1
08817	3	1	3	7	4
08822	5	5	5	15	2
08828	4	5	3	12	1
08829	5	1	1	7	4
08830	5	5	5	15	2
08831	1	1	1	3	3
08832	5	5	5	15	2
08833	5	5	4	14	2
08835	3	1	3	7	4
08848	4	1	1	6	4
08852	3	5	5	13	2
08853	4	1	1	6	4
08862	1	1	1	3	3
08863	4	5	5	14	2
08867	5	4	5	14	2
08874	1	1	1	3	3
08875	5	5	5	15	2
08878	5	5	3	13	2
08879	1	1	1	3	3
08885	5	4	3	12	2
08889	3	4	3	10	1
08892	1	1	1	3	3
08897	1	1	1	3	3
08898	5	5	5	15	2
08903	5	5	5	15	2
08910	4	5	5	14	2
08912	5	5	5	15	2
08916	4	1	1	6	4
08925	5	5	5	15	2
08926	1	5	4	10	1
08928	3	5	3	11	1
08932	4	1	4	9	4
08936	5	1	1	7	4
08939	3	1	3	7	4
08940	5	5	4	14	2
08943	3	5	5	13	2
08950	5	5	5	15	2
08955	1	1	3	5	3
08956	5	5	5	15	2
08957	4	5	5	14	2
08966	1	1	1	3	3
08969	5	5	5	15	2
08970	5	5	4	14	2
08973	1	4	1	6	1
08975	4	5	4	13	2
08976	4	4	5	13	2
08977	1	4	3	8	1
08986	5	5	5	15	2
08988	4	4	3	11	1
08989	5	5	4	14	2
08992	5	5	5	15	2
08993	5	5	4	14	2
08995	4	4	3	11	1
09000	4	5	5	14	2
09002	4	4	1	9	1
09003	3	1	1	5	4
09005	4	5	5	14	2
09006	1	1	4	6	3
09009	5	5	4	14	2
09012	4	1	1	6	4
09013	5	1	3	9	4
09018	5	5	4	14	2
09026	1	1	1	3	3
09027	4	4	5	13	2
09032	1	1	4	6	3
09034	1	1	1	3	3
09035	1	1	1	3	3
09038	1	1	4	6	3
09046	3	4	4	11	1
09047	5	4	3	12	2
09048	3	1	1	5	4
09051	3	4	1	8	1
09052	3	1	1	5	4
09063	1	1	3	5	3
09075	4	5	5	14	2
09078	3	5	4	12	1
09086	4	5	4	13	2
09087	4	1	1	6	4
09092	5	5	5	15	2
09101	1	1	1	3	3
09105	1	1	3	5	3
09112	5	5	5	15	2
09113	4	5	4	13	2
09114	5	4	4	13	2
09115	3	4	3	10	1
09118	1	1	1	3	3
09120	5	5	5	15	2
09121	4	1	1	6	4
09122	1	1	1	3	3
09125	1	1	3	5	3
09132	4	4	5	13	2
09134	1	1	3	5	3
09143	5	5	4	14	2
09145	5	1	1	7	4
09147	1	1	1	3	3
09148	5	5	5	15	2
09149	4	4	4	12	2
09154	5	5	4	14	2
09157	5	5	4	14	2
09159	5	1	3	9	4
09160	4	4	1	9	1
09170	1	1	1	3	3
09172	5	5	5	15	2
09173	5	1	4	10	4
09177	5	5	5	15	2
09179	5	5	5	15	2
09180	3	1	3	7	4
09181	5	5	5	15	2
09192	1	4	1	6	1
09193	3	4	3	10	1
09194	5	5	4	14	2
09202	4	1	1	6	4
09206	5	5	5	15	2
09208	5	5	5	15	2
09209	5	5	5	15	2
09210	5	1	1	7	4
09212	1	1	1	3	3
09214	5	5	3	13	2
09215	3	4	3	10	1
09218	3	1	3	7	4
09222	1	5	3	9	1
09223	3	1	4	8	4
09225	5	4	3	12	2
09226	1	1	1	3	3
09228	3	5	4	12	1
09235	5	5	4	14	2
09237	3	5	5	13	2
09238	5	1	3	9	4
09240	4	1	1	6	4
09242	5	5	3	13	2
09243	3	4	4	11	1
09245	3	1	3	7	4
09254	5	4	3	12	2
09257	5	5	3	13	2
09258	5	5	4	14	2
09262	4	1	1	6	4
09265	4	5	5	14	2
09266	1	1	3	5	3
09271	5	5	5	15	2
09274	5	1	1	7	4
09275	5	4	5	14	2
09281	3	5	5	13	2
09289	5	5	4	14	2
09299	5	5	5	15	2
09307	4	4	5	13	2
09311	5	5	5	15	2
09314	3	5	5	13	2
09320	3	1	4	8	4
09322	3	1	3	7	4
09330	3	4	1	8	1
09340	5	5	5	15	2
09341	5	1	3	9	4
09342	3	5	5	13	2
09350	4	1	1	6	4
09358	4	1	5	10	4
09359	5	4	4	13	2
09363	3	1	1	5	4
09367	3	1	1	5	4
09368	5	5	5	15	2
09372	1	1	1	3	3
09375	4	1	1	6	4
09378	1	4	3	8	1
09380	5	1	3	9	4
09381	1	1	1	3	3
09384	3	1	1	5	4
09386	5	5	4	14	2
09390	4	1	3	8	4
09391	4	5	4	13	2
09392	5	5	5	15	2
09410	4	5	4	13	2
09417	3	4	3	10	1
09422	3	1	1	5	4
09423	4	5	5	14	2
09424	3	1	4	8	4
09425	3	4	5	12	1
09429	5	1	3	9	4
09436	4	1	1	6	4
09438	4	1	1	6	4
09439	5	5	4	14	2
09446	5	5	5	15	2
09448	5	5	4	14	2
09450	3	1	3	7	4
09453	3	4	4	11	1
09458	4	5	4	13	2
09459	1	1	1	3	3
09460	3	1	3	7	4
09462	1	1	3	5	3
09465	5	5	4	14	2
09467	3	1	1	5	4
09468	5	5	3	13	2
09476	3	5	4	12	1
09477	4	5	4	13	2
09479	4	5	4	13	2
09481	5	5	3	13	2
09486	1	1	3	5	3
09487	1	1	1	3	3
09492	1	5	4	10	1
09494	5	1	4	10	4
09500	5	5	4	14	2
09504	4	1	1	6	4
09505	3	4	4	11	1
09508	5	1	4	10	4
09517	1	1	4	6	3
09524	5	1	3	9	4
09531	5	5	5	15	2
09532	3	1	1	5	4
09535	4	5	4	13	2
09539	1	1	4	6	3
09542	4	1	3	8	4
09549	3	1	1	5	4
09553	4	5	3	12	1
09555	3	4	1	8	1
09557	3	4	3	10	1
09563	5	1	3	9	4
09565	4	5	5	14	2
09566	3	5	4	12	1
09568	4	5	3	12	1
09572	1	1	5	7	3
09581	5	5	4	14	2
09585	5	1	1	7	4
09586	3	4	1	8	1
09587	5	5	5	15	2
09603	5	5	5	15	2
09604	1	1	3	5	3
09608	1	1	1	3	3
09609	4	5	5	14	2
09612	5	5	5	15	2
09615	5	1	3	9	4
09632	4	5	4	13	2
09635	3	1	3	7	4
09638	4	4	3	11	1
09640	3	1	1	5	4
09644	5	5	5	15	2
09645	5	1	3	9	4
09646	4	1	1	6	4
09647	5	1	1	7	4
09655	3	1	1	5	4
09658	5	5	3	13	2
09661	5	5	5	15	2
09664	3	1	1	5	4
09666	5	5	5	15	2
09669	1	1	1	3	3
09672	1	4	3	8	1
09674	3	4	3	10	1
09681	5	5	5	15	2
09690	4	1	1	6	4
09692	5	5	4	14	2
09698	4	5	5	14	2
09699	4	5	5	14	2
09700	1	1	1	3	3
09702	3	4	3	10	1
09705	3	1	4	8	4
09707	1	4	4	9	1
09708	3	4	4	11	1
09709	3	1	3	7	4
09711	5	4	4	13	2
09718	5	1	3	9	4
09719	4	5	5	14	2
09736	1	1	5	7	3
09738	3	4	4	11	1
09739	5	5	5	15	2
09740	5	5	5	15	2
09741	5	1	1	7	4
09742	4	4	4	12	2
09743	5	1	5	11	4
09744	4	5	5	14	2
09746	1	1	1	3	3
09748	4	5	5	14	2
09750	5	5	4	14	2
09753	1	4	3	8	1
09754	5	5	4	14	2
09756	5	5	4	14	2
09758	4	5	4	13	2
09759	3	4	5	12	1
09761	3	4	5	12	1
09772	3	1	1	5	4
09777	4	1	1	6	4
09782	1	1	4	6	3
09790	3	4	3	10	1
09792	5	5	4	14	2
09795	4	5	5	14	2
09797	5	5	5	15	2
09798	4	5	5	14	2
09799	3	1	3	7	4
09800	1	4	4	9	1
09802	3	1	4	8	4
09804	5	1	3	9	4
09808	5	5	5	15	2
09809	1	1	3	5	3
09810	5	5	4	14	2
09812	5	5	5	15	2
09813	3	5	4	12	1
09818	3	5	3	11	1
09825	4	1	1	6	4
09827	5	5	5	15	2
09828	3	5	3	11	1
09834	1	1	1	3	3
09837	3	5	5	13	2
09841	4	5	4	13	2
09845	1	1	1	3	3
09848	5	5	3	13	2
09852	4	1	1	6	4
09854	4	1	1	6	4
09855	5	1	1	7	4
09860	3	1	1	5	4
09861	5	4	3	12	2
09863	5	5	5	15	2
09864	4	1	1	6	4
09869	5	5	5	15	2
09870	3	5	5	13	2
09874	3	1	1	5	4
09875	4	4	4	12	2
09877	5	4	3	12	2
09884	1	4	4	9	1
09886	5	5	5	15	2
09890	5	4	4	13	2
09898	5	4	4	13	2
09902	5	4	3	12	2
09903	3	1	1	5	4
09905	5	5	4	14	2
09908	5	5	5	15	2
09909	5	5	5	15	2
09919	5	5	4	14	2
09920	1	1	4	6	3
09921	5	5	5	15	2
09924	1	1	1	3	3
09925	4	1	4	9	4
09928	3	5	5	13	2
09933	3	4	5	12	1
09939	3	5	5	13	2
09945	4	1	4	9	4
09946	5	5	3	13	2
09950	5	5	5	15	2
09951	5	5	4	14	2
09954	3	4	3	10	1
09959	3	4	3	10	1
09966	3	1	1	5	4
09968	5	5	4	14	2
09969	1	1	3	5	3
09971	5	1	1	7	4
09973	3	4	4	11	1
09975	5	5	5	15	2
09977	4	4	3	11	1
09982	5	4	4	13	2
09993	5	5	5	15	2
10001	1	1	1	3	3
10009	1	1	4	6	3
10017	1	1	4	6	3
10018	5	4	1	10	1
10019	1	1	3	5	3
10021	1	4	4	9	1
10025	1	1	4	6	3
10026	4	5	5	14	2
10027	4	1	4	9	4
10029	5	5	5	15	2
10035	3	4	3	10	1
10036	5	5	3	13	2
10038	5	5	3	13	2
10043	4	4	5	13	2
10044	4	4	3	11	1
10047	4	4	3	11	1
10048	3	1	4	8	4
10049	1	1	4	6	3
10052	3	1	1	5	4
10054	3	1	1	5	4
10056	3	1	4	8	4
10058	3	4	3	10	1
10061	5	5	5	15	2
10064	3	1	1	5	4
10067	5	5	5	15	2
10068	5	1	1	7	4
10071	3	4	3	10	1
10074	3	1	3	7	4
10078	5	5	4	14	2
10079	5	5	5	15	2
10080	5	4	3	12	2
10081	3	1	3	7	4
10083	5	4	1	10	1
10084	4	1	3	8	4
10085	4	5	5	14	2
10087	1	5	5	11	1
10089	1	1	1	3	3
10090	3	1	1	5	4
10096	5	5	4	14	2
10098	5	5	4	14	2
10101	5	5	5	15	2
10102	4	5	4	13	2
10103	4	1	1	6	4
10106	4	1	3	8	4
10111	5	5	5	15	2
10113	5	5	3	13	2
10115	5	5	3	13	2
10116	5	5	5	15	2
10119	5	5	5	15	2
10120	5	1	3	9	4
10123	5	4	5	14	2
10128	4	1	3	8	4
10131	4	5	5	14	2
10136	5	5	4	14	2
10139	3	1	1	5	4
10143	3	1	5	9	4
10149	5	1	1	7	4
10151	1	4	4	9	1
10152	5	1	1	7	4
10161	5	5	4	14	2
10163	3	1	3	7	4
10166	4	5	4	13	2
10168	4	4	3	11	1
10170	5	4	1	10	1
10172	4	1	3	8	4
10173	1	1	4	6	3
10183	4	1	4	9	4
10184	3	5	4	12	1
10185	3	5	3	11	1
10186	1	1	1	3	3
10188	4	1	3	8	4
10193	4	5	4	13	2
10197	5	4	5	14	2
10199	3	1	1	5	4
10213	1	1	3	5	3
10218	5	5	5	15	2
10219	5	5	5	15	2
10220	1	1	1	3	3
10221	3	1	1	5	4
10223	3	1	1	5	4
10225	4	1	3	8	4
10227	3	1	1	5	4
10230	1	1	1	3	3
10236	5	5	4	14	2
10242	5	5	5	15	2
10246	1	4	3	8	1
10248	5	1	1	7	4
10258	5	5	4	14	2
10259	3	5	4	12	1
10267	5	5	3	13	2
10268	5	5	5	15	2
10272	4	1	4	9	4
10278	1	1	1	3	3
10281	1	1	4	6	3
10284	1	1	1	3	3
10288	1	1	1	3	3
10290	5	4	3	12	2
10294	3	5	5	13	2
10295	5	5	5	15	2
10302	4	5	4	13	2
10303	3	1	1	5	4
10306	5	5	5	15	2
10310	5	5	3	13	2
10315	4	1	4	9	4
10327	3	5	3	11	1
10328	4	5	4	13	2
10339	5	5	5	15	2
10341	1	4	5	10	1
10344	3	5	5	13	2
10347	5	5	5	15	2
10352	3	1	4	8	4
10353	4	1	1	6	4
10358	5	4	1	10	1
10366	1	1	1	3	3
10370	5	5	5	15	2
